name,company,year,turnover_type,sentiment,turnover_before
David Pierce,BOSTON SCIENTIFIC CORP,2018,Voluntary,0.78956,0
David Pierce,BOSTON SCIENTIFIC CORP,2018,Voluntary,0.94166,1
Kevin Ballinger,BOSTON SCIENTIFIC CORP,2019,Voluntary,0.79332,0
Kevin Ballinger,BOSTON SCIENTIFIC CORP,2019,Voluntary,0.65558,1
Sudhir Pahwa,STERIS PLC,2015,Voluntary,0.3537,0
Sudhir Pahwa,STERIS PLC,2015,Voluntary,0.96994,1
Troy Alstead,STARBUCKS CORP,2015,Voluntary,0.54576,0
Troy Alstead,STARBUCKS CORP,2015,Voluntary,0.46884,1
Lucy Helm,STARBUCKS CORP,2020,Voluntary,0.90664,0
Lucy Helm,STARBUCKS CORP,2020,Voluntary,0.97894,1
Tracy Keogh,HEWLETT PACKARD ENTERPRISE,2015,Voluntary,0.80894,0
Tracy Keogh,HEWLETT PACKARD ENTERPRISE,2015,Voluntary,0.80728,1
Henry Gomez,HEWLETT PACKARD ENTERPRISE,2018,Voluntary,0.8345,0
Henry Gomez,HEWLETT PACKARD ENTERPRISE,2018,Voluntary,0.983,1
William Pringle,FORTIVE CORP,2020,Voluntary,0.97256,0
William Pringle,FORTIVE CORP,2020,Voluntary,0.5909,1
Christopher Todoroff,HUMANA INC,2017,Voluntary,0.77874,0
Christopher Todoroff,HUMANA INC,2017,Voluntary,0.8661,1
Timothy Huval,HUMANA INC,2022,Voluntary,0.72566,0
Timothy Huval,HUMANA INC,2022,Voluntary,0.72496,1
Daniel Wernikoff,INTUIT INC,2017,Voluntary,0.92746,0
Daniel Wernikoff,INTUIT INC,2017,Voluntary,0.58884,1
R. Williams,INTUIT INC,2018,Voluntary,0.7518,0
R. Williams,INTUIT INC,2018,Voluntary,0.64992,1
Scott Cook,INTUIT INC,2022,Voluntary,0.61664,0
Scott Cook,INTUIT INC,2022,Voluntary,0.78628,1
Philip Bancroft,CHUBB LTD,2021,Voluntary,0.98906,0
Philip Bancroft,CHUBB LTD,2021,Voluntary,0.69384,1
Robert Wilt,HOWMET AEROSPACE INC,2015,Voluntary,0.54802,0
Robert Wilt,HOWMET AEROSPACE INC,2015,Voluntary,0.12432,1
Olivier Jarrault,HOWMET AEROSPACE INC,2016,Voluntary,0.92654,0
Olivier Jarrault,HOWMET AEROSPACE INC,2016,Voluntary,0.59552,1
William Oplinger,HOWMET AEROSPACE INC,2016,Voluntary,0.65374,0
William Oplinger,HOWMET AEROSPACE INC,2016,Voluntary,0.24084,1
Christoph Kollatz,HOWMET AEROSPACE INC,2017,Voluntary,0.00688,0
Christoph Kollatz,HOWMET AEROSPACE INC,2017,Voluntary,0.95992,1
Eric Roegner,HOWMET AEROSPACE INC,2018,Voluntary,0.7469,0
Eric Roegner,HOWMET AEROSPACE INC,2018,Voluntary,0.39856,1
Timothy Myers,HOWMET AEROSPACE INC,2019,Voluntary,0.5895,0
Timothy Myers,HOWMET AEROSPACE INC,2019,Voluntary,0.59208,1
Katherine Ramundo,HOWMET AEROSPACE INC,2020,Voluntary,0.70022,0
Katherine Ramundo,HOWMET AEROSPACE INC,2020,Voluntary,0.48696,1
Tolga Oal,HOWMET AEROSPACE INC,2021,Voluntary,0.60874,0
Tolga Oal,HOWMET AEROSPACE INC,2021,Voluntary,0.78602,1
Mark Chong,CDW CORP,2020,Voluntary,0.70558,0
Mark Chong,CDW CORP,2020,Voluntary,0.99614,1
Brady Ericson,BORGWARNER INC,2021,Voluntary,0.79246,0
Brady Ericson,BORGWARNER INC,2021,Voluntary,0.30892,1
Robert McNutt,LAMB WESTON HOLDINGS INC,2021,Voluntary,0.99398,0
Robert McNutt,LAMB WESTON HOLDINGS INC,2021,Voluntary,0.9895,1
Sharon Miller,LAMB WESTON HOLDINGS INC,2022,Voluntary,0.90926,0
Sharon Miller,LAMB WESTON HOLDINGS INC,2022,Voluntary,0.7567,1
"Richard Levy, M.D.",INCYTE CORP,2015,Voluntary,0.59426,0
"Richard Levy, M.D.",INCYTE CORP,2015,Voluntary,0.1522,1
"Vijay Iyengar, M.D.",INCYTE CORP,2020,Voluntary,0.94762,0
"Vijay Iyengar, M.D.",INCYTE CORP,2020,Voluntary,0.7307,1
Richard Sokolov,SIMON PROPERTY GROUP INC,2018,Voluntary,0.1825,0
Richard Sokolov,SIMON PROPERTY GROUP INC,2018,Voluntary,0.7905,1
Kellye Walker,EASTMAN CHEMICAL CO,2020,Voluntary,0.9739,0
Kellye Walker,EASTMAN CHEMICAL CO,2020,Voluntary,0.79576,1
Daniel Grant,MARTIN MARIETTA MATERIALS,2020,Voluntary,0.97984,0
Daniel Grant,MARTIN MARIETTA MATERIALS,2020,Voluntary,0.50886,1
Susan Kelliher,ALBEMARLE CORP,2016,Voluntary,0.58374,0
Susan Kelliher,ALBEMARLE CORP,2016,Voluntary,0.50248,1
"Karen Narwold, Esq.",ALBEMARLE CORP,2021,Voluntary,0.69256,0
"Karen Narwold, Esq.",ALBEMARLE CORP,2021,Voluntary,0.97536,1
Gregory Armour,INVESCO LTD,2015,Voluntary,0.99108,0
Gregory Armour,INVESCO LTD,2015,Voluntary,0.85158,1
Robert Feeser,WESTROCK CO,2019,Voluntary,0.9731,0
Robert Feeser,WESTROCK CO,2019,Voluntary,0.99404,1
Jeffrey Chalovich,WESTROCK CO,2021,Voluntary,0.98612,0
Jeffrey Chalovich,WESTROCK CO,2021,Voluntary,0.82234,1
Richard Collins,REALTY INCOME CORP,2015,Voluntary,0.9885,0
Richard Collins,REALTY INCOME CORP,2015,Voluntary,0.5802,1
"John Finneran, Jr.",CAPITAL ONE FINANCIAL CORP,2018,Voluntary,0.18266,0
"John Finneran, Jr.",CAPITAL ONE FINANCIAL CORP,2018,Voluntary,0.41394,1
Michael Wassmer,CAPITAL ONE FINANCIAL CORP,2021,Voluntary,0.89382,0
Michael Wassmer,CAPITAL ONE FINANCIAL CORP,2021,Voluntary,0.10726,1
Robert Rudman,DOLLAR TREE INC,2017,Voluntary,0.59248,0
Robert Rudman,DOLLAR TREE INC,2017,Voluntary,0.58968,1
Kevin Wampler,DOLLAR TREE INC,2022,Voluntary,0.512,0
Kevin Wampler,DOLLAR TREE INC,2022,Voluntary,0.71128,1
David Neu,CENCORA INC,2015,Voluntary,0.5522,0
David Neu,CENCORA INC,2015,Voluntary,0.59484,1
"Peyton Howell, MHA",CENCORA INC,2017,Voluntary,0.68474,0
"Peyton Howell, MHA",CENCORA INC,2017,Voluntary,0.76104,1
Silvana Battaglia,CENCORA INC,2022,Voluntary,0.25018,0
Silvana Battaglia,CENCORA INC,2022,Voluntary,0.7959,1
"Jeffrey Davis, BS, EMBA",DARDEN RESTAURANTS INC,2015,Voluntary,0.99042,0
"Jeffrey Davis, BS, EMBA",DARDEN RESTAURANTS INC,2015,Voluntary,0.89506,1
John Martin,DARDEN RESTAURANTS INC,2022,Voluntary,0.97186,0
John Martin,DARDEN RESTAURANTS INC,2022,Voluntary,0.81022,1
David Pendarvis,RESMED INC,2022,Voluntary,0.4841,0
David Pendarvis,RESMED INC,2022,Voluntary,0.99076,1
William Marsh,BAKER HUGHES CO,2017,Voluntary,0.62874,0
William Marsh,BAKER HUGHES CO,2017,Voluntary,0.87734,1
Larry Worrell,BAKER HUGHES CO,2022,Voluntary,0.94914,0
Larry Worrell,BAKER HUGHES CO,2022,Voluntary,0.99394,1
"Tal Zaks, M.D., Ph.D.",MODERNA INC,2020,Voluntary,0.80778,0
"Tal Zaks, M.D., Ph.D.",MODERNA INC,2020,Voluntary,0.77868,1
Juan Andres,MODERNA INC,2022,Voluntary,0.99066,0
Juan Andres,MODERNA INC,2022,Voluntary,0.72144,1
"Neal Gutterson, Ph.D.",CORTEVA INC,2018,Voluntary,0.8872,0
"Neal Gutterson, Ph.D.",CORTEVA INC,2018,Voluntary,0.7971,1
"Richard Eubanks, Jr.",OTIS WORLDWIDE CORP,2020,Voluntary,0.59198,0
"Richard Eubanks, Jr.",OTIS WORLDWIDE CORP,2020,Voluntary,0.93434,1
Joseph Gebbia,AIRBNB INC,2020,Voluntary,0.93212,0
Joseph Gebbia,AIRBNB INC,2020,Voluntary,0.98788,1
Michael Koehler,CONSTELLATION ENE CORP,2022,Voluntary,0.78536,0
Michael Koehler,CONSTELLATION ENE CORP,2022,Voluntary,0.52308,1
Charles Kovac,WABTEC CORP,2015,Voluntary,0.07632,0
Charles Kovac,WABTEC CORP,2015,Voluntary,0.70432,1
Stephane Rambaud-Measson,WABTEC CORP,2019,Voluntary,0.91282,0
Stephane Rambaud-Measson,WABTEC CORP,2019,Voluntary,0.98232,1
Scott Wahlstrom,WABTEC CORP,2020,Voluntary,0.97252,0
Scott Wahlstrom,WABTEC CORP,2020,Voluntary,0.99814,1
Constantine Iordanou,ARCH CAPITAL GROUP LTD,2018,Voluntary,0.6044,0
Constantine Iordanou,ARCH CAPITAL GROUP LTD,2018,Voluntary,0.99154,1
Jonathan Zaffino,EVEREST GROUP LTD,2020,Voluntary,0.78772,0
Jonathan Zaffino,EVEREST GROUP LTD,2020,Voluntary,0.01874,1
John Doucette,EVEREST GROUP LTD,2021,Voluntary,0.99316,0
John Doucette,EVEREST GROUP LTD,2021,Voluntary,0.68756,1
Manuel Perez de la Mesa,POOL CORP,2018,Voluntary,0.79766,0
Manuel Perez de la Mesa,POOL CORP,2018,Voluntary,0.99026,1
A. Cook,POOL CORP,2020,Voluntary,0.58482,0
A. Cook,POOL CORP,2020,Voluntary,0.9535,1
James Hilger,DAVITA INC,2017,Voluntary,0.56106,0
James Hilger,DAVITA INC,2017,Voluntary,0.41868,1
Steven Paladino,HENRY SCHEIN INC,2022,Voluntary,0.98626,0
Steven Paladino,HENRY SCHEIN INC,2022,Voluntary,0.79414,1
Cedric Prouve,ESTEE LAUDER COMPANIES INC,2022,Voluntary,0.5983,0
Cedric Prouve,ESTEE LAUDER COMPANIES INC,2022,Voluntary,0.65612,1
Eugene Cassis,WATERS CORP,2017,Voluntary,0.7972,0
Eugene Cassis,WATERS CORP,2017,Voluntary,0.9896,1
Mark Beaudouin,WATERS CORP,2019,Voluntary,0.997,0
Mark Beaudouin,WATERS CORP,2019,Voluntary,0.46102,1
"Belinda Hyde, Ph.D.",WATERS CORP,2021,Voluntary,0.92666,0
"Belinda Hyde, Ph.D.",WATERS CORP,2021,Voluntary,0.94452,1
Robert Salmon,NETAPP INC,2015,Voluntary,0.71562,0
Robert Salmon,NETAPP INC,2015,Voluntary,0.5839,1
Joel Reich,NETAPP INC,2018,Voluntary,0.87758,0
Joel Reich,NETAPP INC,2018,Voluntary,0.85458,1
Roderick Day,IRON MOUNTAIN INC,2016,Voluntary,0.9457,0
Roderick Day,IRON MOUNTAIN INC,2016,Voluntary,0.97018,1
Fidelma Russo,IRON MOUNTAIN INC,2019,Voluntary,0.59252,0
Fidelma Russo,IRON MOUNTAIN INC,2019,Voluntary,0.73092,1
Jay Fishman,TRAVELERS COS INC,2016,Voluntary,0.67046,0
Jay Fishman,TRAVELERS COS INC,2016,Voluntary,0.76646,1
Mark Hindsbo,ANSYS INC,2017,Voluntary,0.99614,0
Mark Hindsbo,ANSYS INC,2017,Voluntary,0.58706,1
Scott Miller,FACTSET RESEARCH SYSTEMS INC,2017,Voluntary,0.59928,0
Scott Miller,FACTSET RESEARCH SYSTEMS INC,2017,Voluntary,0.99536,1
Edward Baker-Greene,FACTSET RESEARCH SYSTEMS INC,2018,Voluntary,0.58992,0
Edward Baker-Greene,FACTSET RESEARCH SYSTEMS INC,2018,Voluntary,0.79236,1
Franck A. Gossieaux,FACTSET RESEARCH SYSTEMS INC,2019,Voluntary,0.99322,0
Franck A. Gossieaux,FACTSET RESEARCH SYSTEMS INC,2019,Voluntary,0.57422,1
"Richard Teets, Jr.",STEEL DYNAMICS INC,2016,Voluntary,0.78854,0
"Richard Teets, Jr.",STEEL DYNAMICS INC,2016,Voluntary,0.79672,1
Christopher Graham,STEEL DYNAMICS INC,2017,Voluntary,0.7973,0
Christopher Graham,STEEL DYNAMICS INC,2017,Voluntary,0.99592,1
"Jon Cohen, M.D.",QUEST DIAGNOSTICS INC,2016,Voluntary,0.7427,0
"Jon Cohen, M.D.",QUEST DIAGNOSTICS INC,2016,Voluntary,0.92744,1
Carrie Eglinton Manner,QUEST DIAGNOSTICS INC,2022,Voluntary,0.7952,0
Carrie Eglinton Manner,QUEST DIAGNOSTICS INC,2022,Voluntary,-0.02518,1
Thomas Folliard,CARMAX INC,2016,Voluntary,0.592,0
Thomas Folliard,CARMAX INC,2016,Voluntary,0.95368,1
"William Wood, Jr.",CARMAX INC,2017,Voluntary,0.99048,0
"William Wood, Jr.",CARMAX INC,2017,Voluntary,0.75568,1
Eric Margolin,CARMAX INC,2021,Voluntary,0.97246,0
Eric Margolin,CARMAX INC,2021,Voluntary,0.66386,1
Edwin Hill,CARMAX INC,2021,Voluntary,0.88936,0
Edwin Hill,CARMAX INC,2021,Voluntary,0.82516,1
Robert Madore,RALPH LAUREN CORP,2016,Voluntary,0.57986,0
Robert Madore,RALPH LAUREN CORP,2016,Voluntary,0.9757,1
Muktesh Pant,YUM BRANDS INC,2016,Voluntary,0.46794,0
Muktesh Pant,YUM BRANDS INC,2016,Voluntary,0.97824,1
Marc Kesselman,YUM BRANDS INC,2018,Voluntary,0.20814,0
Marc Kesselman,YUM BRANDS INC,2018,Voluntary,0.79174,1
Anthony Lowings,YUM BRANDS INC,2021,Voluntary,0.70422,0
Anthony Lowings,YUM BRANDS INC,2021,Voluntary,0.95796,1
Chad Lindbloom,C H ROBINSON WORLDWIDE INC,2017,Voluntary,0.98826,0
Chad Lindbloom,C H ROBINSON WORLDWIDE INC,2017,Voluntary,0.59746,1
"Robert Biesterfeld, Jr.",C H ROBINSON WORLDWIDE INC,2022,Voluntary,0.75166,0
"Robert Biesterfeld, Jr.",C H ROBINSON WORLDWIDE INC,2022,Voluntary,0.96026,1
Peter Aggersbjerg,METTLER-TOLEDO INTL INC,2021,Voluntary,0.9284,0
Peter Aggersbjerg,METTLER-TOLEDO INTL INC,2021,Voluntary,0.27332,1
"Jonathan Gottsegen, Esq.",UNITED RENTALS INC,2015,Voluntary,0.9949,0
"Jonathan Gottsegen, Esq.",UNITED RENTALS INC,2015,Voluntary,0.79096,1
Paul McDonnell,UNITED RENTALS INC,2020,Voluntary,0.79748,0
Paul McDonnell,UNITED RENTALS INC,2020,Voluntary,0.98168,1
Jeffrey Fenton,UNITED RENTALS INC,2022,Voluntary,0.59776,0
Jeffrey Fenton,UNITED RENTALS INC,2022,Voluntary,0.98056,1
Steven Kemps,QUANTA SERVICES INC,2015,Voluntary,0.73764,0
Steven Kemps,QUANTA SERVICES INC,2015,Voluntary,0.71556,1
Ursula Morgenstern,COGNIZANT TECH SOLUTIONS,2022,Voluntary,0.95924,0
Ursula Morgenstern,COGNIZANT TECH SOLUTIONS,2022,Voluntary,0.99738,1
Michael Rissman,REPUBLIC SERVICES INC,2016,Voluntary,0.94038,0
Michael Rissman,REPUBLIC SERVICES INC,2016,Voluntary,0.98914,1
W. Moreland,CROWN CASTLE INC,2017,Voluntary,0.38592,0
W. Moreland,CROWN CASTLE INC,2017,Voluntary,0.81124,1
James Young,CROWN CASTLE INC,2020,Voluntary,0.8918,0
James Young,CROWN CASTLE INC,2020,Voluntary,0.97304,1
Kenneth Simon,CROWN CASTLE INC,2021,Voluntary,0.95442,0
Kenneth Simon,CROWN CASTLE INC,2021,Voluntary,0.94294,1
Robert Swan,EBAY INC,2015,Voluntary,0.91128,0
Robert Swan,EBAY INC,2015,Voluntary,0.76396,1
"Harry Lawton, III",EBAY INC,2016,Voluntary,0.59972,0
"Harry Lawton, III",EBAY INC,2016,Voluntary,0.95926,1
Stephen Fisher,EBAY INC,2018,Voluntary,0.95366,0
Stephen Fisher,EBAY INC,2018,Voluntary,0.96776,1
Scott Schenkel,EBAY INC,2020,Voluntary,0.99042,0
Scott Schenkel,EBAY INC,2020,Voluntary,0.86094,1
Jae Lee,EBAY INC,2020,Voluntary,0.75196,0
Jae Lee,EBAY INC,2020,Voluntary,0.54828,1
Peter Thompson,EBAY INC,2022,Voluntary,0.57652,0
Peter Thompson,EBAY INC,2022,Voluntary,0.95752,1
Pablo Salame,GOLDMAN SACHS GROUP INC,2017,Voluntary,0.29434,0
Pablo Salame,GOLDMAN SACHS GROUP INC,2017,Voluntary,0.40136,1
John F. Rogers,GOLDMAN SACHS GROUP INC,2020,Voluntary,0.58368,0
John F. Rogers,GOLDMAN SACHS GROUP INC,2020,Voluntary,0.16896,1
David Shannon,NVIDIA CORP,2016,Voluntary,0.87774,0
David Shannon,NVIDIA CORP,2016,Voluntary,0.96196,1
Rodney O'Neal,APTIV PLC,2015,Voluntary,0.98542,0
Rodney O'Neal,APTIV PLC,2015,Voluntary,0.95952,1
Jeffrey Owens,APTIV PLC,2016,Voluntary,0.01296,0
Jeffrey Owens,APTIV PLC,2016,Voluntary,0.7977,1
Majdi Abulaban,APTIV PLC,2018,Voluntary,0.744,0
Majdi Abulaban,APTIV PLC,2018,Voluntary,0.42452,1
Mariya Trickett,APTIV PLC,2021,Voluntary,0.78632,0
Mariya Trickett,APTIV PLC,2021,Voluntary,-0.02916,1
Sophia Velastegui,APTIV PLC,2022,Voluntary,0.7784,0
Sophia Velastegui,APTIV PLC,2022,Voluntary,0.5959,1
Jeffery Boyd,BOOKING HOLDINGS INC,2018,Voluntary,0.73708,0
Jeffery Boyd,BOOKING HOLDINGS INC,2018,Voluntary,0.95528,1
Daniel Finnegan,BOOKING HOLDINGS INC,2018,Voluntary,0.8809,0
Daniel Finnegan,BOOKING HOLDINGS INC,2018,Voluntary,0.9478,1
Manuel Rivelo,F5 INC,2016,Voluntary,0.47356,0
Manuel Rivelo,F5 INC,2016,Voluntary,0.8443,1
"John DiLullo, Ph.D.",F5 INC,2018,Voluntary,0.9769,0
"John DiLullo, Ph.D.",F5 INC,2018,Voluntary,0.82846,1
Haiyan Song,F5 INC,2021,Voluntary,0.75128,0
Haiyan Song,F5 INC,2021,Voluntary,0.3988,1
Brian Martin,JUNIPER NETWORKS INC,2015,Voluntary,0.96604,0
Brian Martin,JUNIPER NETWORKS INC,2015,Voluntary,0.6461,1
Bikash Koley,JUNIPER NETWORKS INC,2017,Voluntary,0.92882,0
Bikash Koley,JUNIPER NETWORKS INC,2017,Voluntary,0.7769,1
Charles Hallac,BLACKROCK INC,2015,Voluntary,0.98896,0
Charles Hallac,BLACKROCK INC,2015,Voluntary,0.27446,1
James Benson,AKAMAI TECHNOLOGIES INC,2019,Voluntary,0.78174,0
James Benson,AKAMAI TECHNOLOGIES INC,2019,Voluntary,0.7926,1
Aaron Ahola,AKAMAI TECHNOLOGIES INC,2021,Voluntary,0.98624,0
Aaron Ahola,AKAMAI TECHNOLOGIES INC,2021,Voluntary,0.71052,1
Jean-Luc Lemercier,EDWARDS LIFESCIENCES CORP,2022,Voluntary,0.78262,0
Jean-Luc Lemercier,EDWARDS LIFESCIENCES CORP,2022,Voluntary,0.87878,1
"Davide Molho, D.V.M.",CHARLES RIVER LABS INTL INC,2018,Voluntary,0.87962,0
"Davide Molho, D.V.M.",CHARLES RIVER LABS INTL INC,2018,Voluntary,0.99502,1
"Charles Dadswell, Esq.",ILLUMINA INC,2016,Voluntary,0.72078,0
"Charles Dadswell, Esq.",ILLUMINA INC,2016,Voluntary,0.96378,1
"Malcolm Hampton, Ph.D.",ILLUMINA INC,2018,Voluntary,0.94994,0
"Malcolm Hampton, Ph.D.",ILLUMINA INC,2018,Voluntary,0.92348,1
Sam Samad,ILLUMINA INC,2022,Voluntary,0.98822,0
Sam Samad,ILLUMINA INC,2022,Voluntary,0.4564,1
Peter Van Camp,EQUINIX INC,2020,Voluntary,0.9936,0
Peter Van Camp,EQUINIX INC,2020,Voluntary,0.98186,1
David White,ALIGN TECHNOLOGY INC,2016,Voluntary,0.8126,0
David White,ALIGN TECHNOLOGY INC,2016,Voluntary,0.996,1
Roger George,ALIGN TECHNOLOGY INC,2019,Voluntary,0.99454,0
Roger George,ALIGN TECHNOLOGY INC,2019,Voluntary,0.9137,1
Paul Todd,GLOBAL PAYMENTS INC,2022,Voluntary,0.79558,0
Paul Todd,GLOBAL PAYMENTS INC,2022,Voluntary,0.96634,1
Roberto de Oliveira Marques,MONDELEZ INTERNATIONAL INC,2016,Voluntary,0.99304,0
Roberto de Oliveira Marques,MONDELEZ INTERNATIONAL INC,2016,Voluntary,0.74746,1
Paulette Alviti,MONDELEZ INTERNATIONAL INC,2018,Voluntary,0.78816,0
Paulette Alviti,MONDELEZ INTERNATIONAL INC,2018,Voluntary,0.40088,1
Mark Grier,PRUDENTIAL FINANCIAL INC,2019,Voluntary,0.9433,0
Mark Grier,PRUDENTIAL FINANCIAL INC,2019,Voluntary,0.23026,1
Stephen Rohleder,ACCENTURE PLC,2015,Voluntary,0.76462,0
Stephen Rohleder,ACCENTURE PLC,2015,Voluntary,0.58536,1
David Rowland,ACCENTURE PLC,2021,Voluntary,0.97552,0
David Rowland,ACCENTURE PLC,2021,Voluntary,0.98584,1
Gianfranco Casati,ACCENTURE PLC,2022,Voluntary,0.99162,0
Gianfranco Casati,ACCENTURE PLC,2022,Voluntary,0.99432,1
Daniel Behrendt,AXON ENTERPRISE INC,2017,Voluntary,0.3569,0
Daniel Behrendt,AXON ENTERPRISE INC,2017,Voluntary,0.62238,1
Douglas Klint,AXON ENTERPRISE INC,2018,Voluntary,0.85008,0
Douglas Klint,AXON ENTERPRISE INC,2018,Voluntary,0.38456,1
Jawad Ahsan,AXON ENTERPRISE INC,2022,Voluntary,0.99844,0
Jawad Ahsan,AXON ENTERPRISE INC,2022,Voluntary,0.8818,1
Dominic James Casserley,WILLIS TOWERS WATSON PLC,2016,Voluntary,0.9127,0
Dominic James Casserley,WILLIS TOWERS WATSON PLC,2016,Voluntary,0.66272,1
Celia Brown,WILLIS TOWERS WATSON PLC,2016,Voluntary,0.7901,0
Celia Brown,WILLIS TOWERS WATSON PLC,2016,Voluntary,0.79216,1
Julie Gebauer,WILLIS TOWERS WATSON PLC,2017,Voluntary,0.9914,0
Julie Gebauer,WILLIS TOWERS WATSON PLC,2017,Voluntary,0.41382,1
Gene Wickes,WILLIS TOWERS WATSON PLC,2020,Voluntary,0.59798,0
Gene Wickes,WILLIS TOWERS WATSON PLC,2020,Voluntary,0.99288,1
"Michael Burwell, CPA",WILLIS TOWERS WATSON PLC,2021,Voluntary,0.92544,0
"Michael Burwell, CPA",WILLIS TOWERS WATSON PLC,2021,Voluntary,0.9929,1
Kenneth Goulet,ELEVANCE HEALTH INC,2015,Voluntary,0.40276,0
Kenneth Goulet,ELEVANCE HEALTH INC,2015,Voluntary,0.39686,1
"Thomas Zielinski, Jr.",ELEVANCE HEALTH INC,2018,Voluntary,0.40138,0
"Thomas Zielinski, Jr.",ELEVANCE HEALTH INC,2018,Voluntary,0.68962,1
Cynthia Brinkley,CENTENE CORP,2017,Voluntary,0.69336,0
Cynthia Brinkley,CENTENE CORP,2017,Voluntary,0.57924,1
Brandy Burkhalter,CENTENE CORP,2020,Voluntary,0.60058,0
Brandy Burkhalter,CENTENE CORP,2020,Voluntary,0.73704,1
Brent Layton,CENTENE CORP,2022,Voluntary,0.67218,0
Brent Layton,CENTENE CORP,2022,Voluntary,0.7263,1
"Nora Everett, J.D.",PRINCIPAL FINANCIAL GRP INC,2017,Voluntary,0.59628,0
"Nora Everett, J.D.",PRINCIPAL FINANCIAL GRP INC,2017,Voluntary,0.96838,1
Christopher Littlefield,PRINCIPAL FINANCIAL GRP INC,2022,Voluntary,0.98442,0
Christopher Littlefield,PRINCIPAL FINANCIAL GRP INC,2022,Voluntary,0.99934,1
David Wells,NETFLIX INC,2019,Voluntary,0.98766,0
David Wells,NETFLIX INC,2019,Voluntary,0.72862,1
Lauren Dillard,NASDAQ INC,2021,Voluntary,0.998,0
Lauren Dillard,NASDAQ INC,2021,Voluntary,0.87522,1
Stephen Luczo,SEAGATE TECHNOLOGY HOLDINGS,2019,Voluntary,0.26074,0
Stephen Luczo,SEAGATE TECHNOLOGY HOLDINGS,2019,Voluntary,0.58964,1
Christopher Pagano,ASSURANT INC,2018,Voluntary,0.9805,0
Christopher Pagano,ASSURANT INC,2018,Voluntary,0.84974,1
Mark Hawkins,SALESFORCE INC,2020,Voluntary,0.9492,0
Mark Hawkins,SALESFORCE INC,2020,Voluntary,0.88414,1
Judith Werthauser,DOMINO'S PIZZA INC,2016,Voluntary,0.96014,0
Judith Werthauser,DOMINO'S PIZZA INC,2016,Voluntary,0.52284,1
Martina Therese Hund-Mejean,MASTERCARD INC,2019,Voluntary,0.70656,0
Martina Therese Hund-Mejean,MASTERCARD INC,2019,Voluntary,0.7493,1
Michael Quartieri,LAS VEGAS SANDS CORP,2015,Voluntary,0.74572,0
Michael Quartieri,LAS VEGAS SANDS CORP,2015,Voluntary,0.42054,1
George Tanasijevich,LAS VEGAS SANDS CORP,2016,Voluntary,0.87434,0
George Tanasijevich,LAS VEGAS SANDS CORP,2016,Voluntary,0.9946,1
Kimberly Bors,MOSAIC CO,2018,Voluntary,0.76554,0
Kimberly Bors,MOSAIC CO,2018,Voluntary,0.87924,1
Lori Johnston,CELANESE CORP,2015,Voluntary,0.98776,0
Lori Johnston,CELANESE CORP,2015,Voluntary,0.61722,1
Shannon Jurecka,CELANESE CORP,2020,Voluntary,0.59258,0
Shannon Jurecka,CELANESE CORP,2020,Voluntary,0.5306,1
Terrance Gregg,DEXCOM INC,2017,Voluntary,0.69228,0
Terrance Gregg,DEXCOM INC,2017,Voluntary,0.42604,1
Jeffrey Moy,DEXCOM INC,2020,Voluntary,0.52332,0
Jeffrey Moy,DEXCOM INC,2020,Voluntary,-0.03638,1
Adria Alpert Romm,WARNER BROS DISCOVERY INC,2015,Voluntary,0.7005,0
Adria Alpert Romm,WARNER BROS DISCOVERY INC,2015,Voluntary,0.7951,1
Sarah Allen,LEIDOS HOLDINGS INC,2016,Voluntary,0.79702,0
Sarah Allen,LEIDOS HOLDINGS INC,2016,Voluntary,0.93644,1
James Reagan,LEIDOS HOLDINGS INC,2021,Voluntary,0.60746,0
James Reagan,LEIDOS HOLDINGS INC,2021,Voluntary,0.56276,1
Michael Schroepfer,META PLATFORMS INC,2020,Voluntary,0.37168,0
Michael Schroepfer,META PLATFORMS INC,2020,Voluntary,0.6554,1
Russell Pantermuehl,DIAMONDBACK ENERGY INC,2021,Voluntary,0.99556,0
Russell Pantermuehl,DIAMONDBACK ENERGY INC,2021,Voluntary,0.9913,1
Robert Herman,PHILLIPS 66,2021,Voluntary,0.78694,0
Robert Herman,PHILLIPS 66,2021,Voluntary,0.99092,1
"John Donahoe, II",SERVICENOW INC,2019,Voluntary,0.75994,0
"John Donahoe, II",SERVICENOW INC,2019,Voluntary,0.59784,1
Russell Elmer,SERVICENOW INC,2021,Voluntary,0.89634,0
Russell Elmer,SERVICENOW INC,2021,Voluntary,0.9809,1
"Adam Amsterdam, Esq.",BROADRIDGE FINANCIAL SOLUTNS,2021,Voluntary,0.9844,0
"Adam Amsterdam, Esq.",BROADRIDGE FINANCIAL SOLUTNS,2021,Voluntary,0.62036,1
Robert Heady,BLACKSTONE INC,2016,Voluntary,0.18954,0
Robert Heady,BLACKSTONE INC,2016,Voluntary,0.94794,1
Michael Spears,INSULET CORP,2015,Voluntary,0.5601,0
Michael Spears,INSULET CORP,2015,Voluntary,0.58954,1
Allison Dorval,INSULET CORP,2015,Voluntary,0.69166,0
Allison Dorval,INSULET CORP,2015,Voluntary,0.06394,1
William Ryan,INSULET CORP,2015,Voluntary,0.90146,0
William Ryan,INSULET CORP,2015,Voluntary,0.32526,1
Patrick Sullivan,INSULET CORP,2018,Voluntary,0.98888,0
